AsynchronyVal, numVisLow, numTactLow, correctResponse, subjectResponse, stimulusDuration
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
0.0, 3, 1, 160, 0, 2, 1, 0.1
